name_en,position,caps,club,representative_team,tournament
Joe Cokanasiga,Wing,8,Bath,England,Rugby World Cup 2019
Jonny May,Wing,47,Leicester Tigers,England,Rugby World Cup 2019
Ruaridh McConnochie,Wing,1,Bath,England,Rugby World Cup 2019
Jack Nowell,Wing,33,Exeter Chiefs,England,Rugby World Cup 2019
Anthony Watson,Wing,36,Bath,England,Rugby World Cup 2019
Elliot Daly,Fullback,33,Saracens,England,Rugby World Cup 2019
Camille Chat,Hooker,22,Racing 92,France,Rugby World Cup 2019
Guilhem Guirado,Hooker,70,Montpellier,France,Rugby World Cup 2019
Peato Mauvaka,Hooker,1,Toulouse,France,Rugby World Cup 2019
Christopher Tolofua,Hooker,8,Toulon,France,Rugby World Cup 2019
Cyril Baille,Prop,13,Toulouse,France,Rugby World Cup 2019
Demba Bamba,Prop,6,Lyon,France,Rugby World Cup 2019
Cedate Gomes Sa,Prop,9,Racing 92,France,Rugby World Cup 2019
Jefferson Poirot,Prop,29,Bordeaux Bègles,France,Rugby World Cup 2019
Emerick Setiano,Prop,3,Toulon,France,Rugby World Cup 2019
Rabah Slimani,Prop,53,Clermont Auvergne,France,Rugby World Cup 2019
Paul Gabrillagues,Lock,13,Stade Français,France,Rugby World Cup 2019
Sébastien Vahaamahina,Lock,42,Clermont Auvergne,France,Rugby World Cup 2019
Gregory Alldritt,Back row,7,La Rochelle,France,Rugby World Cup 2019
Yacouba Camara,Back row,15,Montpellier,France,Rugby World Cup 2019
Arthur Iturria,Back row,13,Clermont Auvergne,France,Rugby World Cup 2019
Wenceslas Lauret,Back row,24,Racing 92,France,Rugby World Cup 2019
Bernard Le Roux,Back row,33,Racing 92,France,Rugby World Cup 2019
Charles Ollivon,Back row,8,Toulon,France,Rugby World Cup 2019
Louis Picamoles,Back row,79,Montpellier,France,Rugby World Cup 2019
Antoine Dupont,Scrum-half,17,Toulouse,France,Rugby World Cup 2019
Maxime Machenaud,Scrum-half,36,Racing 92,France,Rugby World Cup 2019
Baptiste Serin,Scrum-half,30,Toulon,France,Rugby World Cup 2019
Camille Lopez,Fly-half,24,Clermont Auvergne,France,Rugby World Cup 2019
Romain Ntamack,Fly-half,8,Toulouse,France,Rugby World Cup 2019
Pierre-Louis Barassi,Centre,0,Lyon,France,Rugby World Cup 2019
Gaël Fickou,Centre,48,Stade Français,France,Rugby World Cup 2019
Wesley Fofana,Centre,48,Clermont Auvergne,France,Rugby World Cup 2019
Virimi Vakatawa,Centre,18,Racing 92,France,Rugby World Cup 2019
Sofiane Guitoune,Wing,7,Toulouse,France,Rugby World Cup 2019
Yoann Huget,Wing,59,Toulouse,France,Rugby World Cup 2019
Damian Penaud,Wing,13,Clermont Auvergne,France,Rugby World Cup 2019
Alivereti Raka,Wing,2,Clermont Auvergne,France,Rugby World Cup 2019
Vincent Rattez,Wing,2,La Rochelle,France,Rugby World Cup 2019
Maxime Médard,Fullback,59,Toulouse,France,Rugby World Cup 2019
Thomas Ramos,Fullback,7,Toulouse,France,Rugby World Cup 2019
Siua Maile,Hooker,1,Shirley Rugby Club,Tonga,Rugby World Cup 2019
Paul Ngauamo,Hooker,19,Agen,Tonga,Rugby World Cup 2019
Sosefo Sakalia,Hooker,10,Asia Pacific Dragons,Tonga,Rugby World Cup 2019
Maʻafu Fia,Prop,6,Ospreys,Tonga,Rugby World Cup 2019
Vunipola Fifita,Prop,2,Brumbies,Tonga,Rugby World Cup 2019
Siegfried Fisi'ihoi,Prop,9,Pau,Tonga,Rugby World Cup 2019
Siua Halanukonuka,Prop,11,Glasgow Warriors,Tonga,Rugby World Cup 2019
Latu Talakai,Prop,6,Eastwood,Tonga,Rugby World Cup 2019
Ben Tameifuna,Prop,11,Racing 92,Tonga,Rugby World Cup 2019
Leva Fifita,Lock,15,Grenoble,Tonga,Rugby World Cup 2019
Sam Lousi,Lock,4,Hurricanes,Tonga,Rugby World Cup 2019
Steve Mafi,Lock,32,London Irish,Tonga,Rugby World Cup 2019
Daniel Faleafa,Loose forward,22,Austin Elite,Tonga,Rugby World Cup 2019
Sione Kalamafoni,Loose forward,33,Leicester Tigers,Tonga,Rugby World Cup 2019
Zane Kapeli,Loose forward,6,Bay of Plenty,Tonga,Rugby World Cup 2019
Fotu Lokotui,Loose forward,9,Kagifa Samoa,Tonga,Rugby World Cup 2019
Nasi Manu,Loose forward,3,Benetton,Tonga,Rugby World Cup 2019
Maama Vaipulu,Loose forward,8,Castres,Tonga,Rugby World Cup 2019
Samisoni Fisilau,Half-back,19,Auckland Marist,Tonga,Rugby World Cup 2019
Leon Fukofuka,Half-back,7,Kagifa Samoa,Tonga,Rugby World Cup 2019
Sonatane Takulua,Half-back,34,Newcastle Falcons,Tonga,Rugby World Cup 2019
James Faiva,First five-eighth,5,El Salvador,Tonga,Rugby World Cup 2019
Latiume Fosita,First five-eighth,29,Kagifa Samoa,Tonga,Rugby World Cup 2019
Kurt Morath,First five-eighth,37,Doncaster Knights,Tonga,Rugby World Cup 2019
Mali Hingano,Centre,4,Bayonne,Tonga,Rugby World Cup 2019
Siale Piutau,Centre,39,Bristol Bears,Tonga,Rugby World Cup 2019
Nafi Tuitavake,Centre,13,Unattached,Tonga,Rugby World Cup 2019
Viliami Lolohea,Wing,9,Papatoetoe,Tonga,Rugby World Cup 2019
Fetuli Paea,Wing,2,Tasman,Tonga,Rugby World Cup 2019
Atieli Pakalani,Wing,10,Eastwood,Tonga,Rugby World Cup 2019
Cooper Vuna,Wing,13,Newcastle Falcons,Tonga,Rugby World Cup 2019
David Halaifonua,Fullback,33,Coventry,Tonga,Rugby World Cup 2019
Telusa Veainu,Fullback,9,Leicester Tigers,Tonga,Rugby World Cup 2019
Dylan Fawsitt,Hooker,12,Rugby United New York,United States,Rugby World Cup 2019
James Hilterbrand,Hooker,19,Manly,United States,Rugby World Cup 2019
Joe Taufete'e,Hooker,23,Worcester Warriors,United States,Rugby World Cup 2019
David Ainuʻu,Prop,8,Toulouse,United States,Rugby World Cup 2019
Eric Fry,Prop,45,RC Vannes,United States,Rugby World Cup 2019
Olive Kilifi,Prop,27,Seattle Seawolves,United States,Rugby World Cup 2019
Titi Lamositele,Prop,28,Saracens,United States,Rugby World Cup 2019
Paul Mullen,Prop,14,Unattached,United States,Rugby World Cup 2019
Chance Wenglewski,Prop,6,Rugby United New York,United States,Rugby World Cup 2019
Nate Brakeley,Lock,21,Rugby United New York,United States,Rugby World Cup 2019
Nick Civetta,Lock,23,Unattached,United States,Rugby World Cup 2019
Ben Landry,Lock,22,Ealing Trailfinders,United States,Rugby World Cup 2019
Greg Peterson,Lock,26,Newcastle Falcons,United States,Rugby World Cup 2019
Malon Al-Jiboori,Flanker,5,Unattached,United States,Rugby World Cup 2019
Hanco Germishuys,Flanker,17,Glendale Raptors,United States,Rugby World Cup 2019
Tony Lamborn,Flanker,19,Melbourne Rebels,United States,Rugby World Cup 2019
Ben Pinkelman,Flanker,2,USA Sevens,United States,Rugby World Cup 2019
John Quill,Flanker,36,Rugby United New York,United States,Rugby World Cup 2019
Cam Dolan,Number 8,47,New Orleans Gold,United States,Rugby World Cup 2019
Nate Augspurger,Scrum-half,24,San Diego Legion,United States,Rugby World Cup 2019
Shaun Davies,Scrum-half,25,Glendale Raptors,United States,Rugby World Cup 2019
Ruben de Haas,Scrum-half,13,Cheetahs,United States,Rugby World Cup 2019
AJ MacGinty,Fly-half,24,Sale Sharks,United States,Rugby World Cup 2019
Will Magie,Fly-half,25,Unattached,United States,Rugby World Cup 2019
Bryce Campbell,Centre,28,London Irish,United States,Rugby World Cup 2019
Paul Lasike,Centre,16,Harlequins,United States,Rugby World Cup 2019
Thretton Palamo,Centre,18,Houston Sabercats,United States,Rugby World Cup 2019
Marcel Brache,Wing,19,Western Force,United States,Rugby World Cup 2019
Martin Iosefo,Wing,6,USA Sevens,United States,Rugby World Cup 2019
Mike Te'o,Wing,24,San Diego Legion,United States,Rugby World Cup 2019
Blaine Scully,Wing,50,Unattached,United States,Rugby World Cup 2019
Will Hooley,Fullback,12,Bedford Blues,United States,Rugby World Cup 2019
Folau Fainga'a,Hooker,11,Brumbies,Australia,Rugby World Cup 2019
Tolu Latu,Hooker,15,Waratahs,Australia,Rugby World Cup 2019
Jordan Uelese,Hooker,4,Melbourne Rebels,Australia,Rugby World Cup 2019
Allan Alaalatoa,Prop,33,Brumbies,Australia,Rugby World Cup 2019
Sekope Kepu,Prop,106,Waratahs,Australia,Rugby World Cup 2019
Scott Sio,Prop,59,Brumbies,Australia,Rugby World Cup 2019
James Slipper,Prop,91,Brumbies,Australia,Rugby World Cup 2019
Taniela Tupou,Prop,16,Queensland Reds,Australia,Rugby World Cup 2019
Rory Arnold,Lock,22,Brumbies,Australia,Rugby World Cup 2019
Adam Coleman,Lock,34,Melbourne Rebels,Australia,Rugby World Cup 2019
Izack Rodda,Lock,21,Queensland Reds,Australia,Rugby World Cup 2019
Rob Simmons,Lock,98,Waratahs,Australia,Rugby World Cup 2019
Jack Dempsey,Back row,11,Waratahs,Australia,Rugby World Cup 2019
Michael Hooper,Back row,95,Waratahs,Australia,Rugby World Cup 2019
Isi Naisarani,Back row,4,Melbourne Rebels,Australia,Rugby World Cup 2019
David Pocock,Back row,78,Brumbies,Australia,Rugby World Cup 2019
Lukhan Salakaia-Loto,Back row,16,Queensland Reds,Australia,Rugby World Cup 2019
Will Genia,Scrum-half,105,Melbourne Rebels,Australia,Rugby World Cup 2019
Nic White,Scrum-half,26,Exeter Chiefs,Australia,Rugby World Cup 2019
Bernard Foley,Fly-half,70,Waratahs,Australia,Rugby World Cup 2019
Christian Lealiifano,Fly-half,22,Brumbies,Australia,Rugby World Cup 2019
Samu Kerevi,Centre,29,Queensland Reds,Australia,Rugby World Cup 2019
Tevita Kuridrani,Centre,60,Brumbies,Australia,Rugby World Cup 2019
James O'Connor,Centre,48,Queensland Reds,Australia,Rugby World Cup 2019
Matt To'omua,Centre,47,Melbourne Rebels,Australia,Rugby World Cup 2019
Adam Ashley-Cooper,Wing,119,Waratahs,Australia,Rugby World Cup 2019
Reece Hodge,Wing,37,Melbourne Rebels,Australia,Rugby World Cup 2019
Marika Koroibete,Wing,24,Melbourne Rebels,Australia,Rugby World Cup 2019
Jordan Petaia,Wing,0,Queensland Reds,Australia,Rugby World Cup 2019
Kurtley Beale,Fullback,87,Waratahs,Australia,Rugby World Cup 2019
Dane Haylett-Petty,Fullback,33,Melbourne Rebels,Australia,Rugby World Cup 2019
Mesu Dolokoto,Hooker,6,Glasgow Warriors,Fiji,Rugby World Cup 2019
Sam Matavesi,Hooker,8,Cornish Pirates,Fiji,Rugby World Cup 2019
Ratu Veremalua Vugakoto,Hooker,6,Fijian Latui,Fiji,Rugby World Cup 2019
Lee Roy Atalifo,Prop,10,Jersey Reds,Fiji,Rugby World Cup 2019
Campese Ma'afu,Prop,57,Unattached,Fiji,Rugby World Cup 2019
Eroni Mawi,Prop,9,Fijian Latui,Fiji,Rugby World Cup 2019
Peni Ravai,Prop,29,Bordeaux Bègles,Fiji,Rugby World Cup 2019
Manasa Saulo,Prop,42,Unattached,Fiji,Rugby World Cup 2019
Kalivati Tawake,Prop,13,Biarritz,Fiji,Rugby World Cup 2019
Tevita Cavubati,Lock,26,Harlequins,Fiji,Rugby World Cup 2019
Leone Nakarawa,Lock,57,Racing 92,Fiji,Rugby World Cup 2019
Api Ratuniyarawa,Lock,30,Northampton Saints,Fiji,Rugby World Cup 2019
Tevita Ratuva,Lock,3,Bordeaux Bègles,Fiji,Rugby World Cup 2019
Semi Kunatani,Back row,10,Harlequins,Fiji,Rugby World Cup 2019
Viliame Mata,Back row,13,Edinburgh,Fiji,Rugby World Cup 2019
Mosese Voka,Back row,7,Fijian Latui,Fiji,Rugby World Cup 2019
Dominiko Waqaniburotu,Back row,45,Pau,Fiji,Rugby World Cup 2019
Peceli Yato,Back row,17,Clermont Auvergne,Fiji,Rugby World Cup 2019
Frank Lomani,Scrum-half,11,Fijian Latui,Fiji,Rugby World Cup 2019
Nikola Matawalu,Scrum-half,36,Glasgow Warriors,Fiji,Rugby World Cup 2019
Henry Seniloli,Scrum-half,26,Unattached,Fiji,Rugby World Cup 2019
Alivereti Veitokani,Fly-half,8,London Irish,Fiji,Rugby World Cup 2019
Ben Volavola,Fly-half,31,Racing 92,Fiji,Rugby World Cup 2019
Levani Botia,Centre,14,La Rochelle,Fiji,Rugby World Cup 2019
Josh Matavesi,Centre,21,Newcastle Falcons,Fiji,Rugby World Cup 2019
Semi Radradra,Centre,6,Bordeaux Bègles,Fiji,Rugby World Cup 2019
Jale Vatubua,Centre,15,Pau,Fiji,Rugby World Cup 2019
Vereniki Goneva,Wing,57,Harlequins,Fiji,Rugby World Cup 2019
Filipo Nakosi,Wing,1,Castres,Fiji,Rugby World Cup 2019
Waisea Nayacalevu,Wing,17,Stade Français,Fiji,Rugby World Cup 2019
Josua Tuisova,Wing,9,Lyon,Fiji,Rugby World Cup 2019
Kini Murimurivalu,Fullback,26,La Rochelle,Fiji,Rugby World Cup 2019
Jaba Bregvadze,Hooker,54,Sunwolves,Georgia,Rugby World Cup 2019
Vano Karkadze,Hooker,3,Brive,Georgia,Rugby World Cup 2019
Shalva Mamukashvili,Hooker,68,Unattached,Georgia,Rugby World Cup 2019
Levan Chilachava,Prop,49,Montpellier,Georgia,Rugby World Cup 2019
Beka Gigashvili,Prop,9,Toulon,Georgia,Rugby World Cup 2019
Guram Gogichashvili,Prop,6,Racing 92,Georgia,Rugby World Cup 2019
Giorgi Melikidze,Prop,14,Stade Français,Georgia,Rugby World Cup 2019
Mikheil Nariashvili,Prop,56,Montpellier,Georgia,Rugby World Cup 2019
Konstantin Mikautadze,Lock,59,Montpellier,Georgia,Rugby World Cup 2019
Giorgi Nemsadze,Lock,92,Aia Kutaisi,Georgia,Rugby World Cup 2019
Shalva Sutiashvili,Lock,77,Angouleme,Georgia,Rugby World Cup 2019
Otar Giorgadze,Back row,21,Brive,Georgia,Rugby World Cup 2019
Beka Gorgadze,Back row,19,Bordeaux,Georgia,Rugby World Cup 2019
Mamuka Gorgodze,Back row,71,Toulon,Georgia,Rugby World Cup 2019
Lasha Lomidze,Back row,46,Unattached,Georgia,Rugby World Cup 2019
Beka Saghinadze,Back row,5,Aurillac,Georgia,Rugby World Cup 2019
Giorgi Tkhilaishvili,Back row,50,Batumi RC,Georgia,Rugby World Cup 2019
Gela Aprasidze,Scrum-half,17,Montpellier,Georgia,Rugby World Cup 2019
Giorgi Begadze,Scrum-half,65,RC Jiki Gori,Georgia,Rugby World Cup 2019
Vasil Lobzhanidze,Scrum-half,45,Brive,Georgia,Rugby World Cup 2019
Tedo Abzhandadze,Fly-half,9,Brive,Georgia,Rugby World Cup 2019
Lasha Khmaladze,Fly-half,75,Batumi RC,Georgia,Rugby World Cup 2019
Lasha Malaghuradze,Fly-half,92,VVA-Podmoskovye,Georgia,Rugby World Cup 2019
Davit Kacharava,Centre,116,Enisei-STM,Georgia,Rugby World Cup 2019
Giorgi Kveseladze,Centre,19,RC Jiki Gori,Georgia,Rugby World Cup 2019
Tamaz Mchedlidze,Centre,53,Rouen,Georgia,Rugby World Cup 2019
Merab Sharikadze,Centre,63,Aurillac,Georgia,Rugby World Cup 2019
Zurab Dzneladze,Wing,9,Locomotive,Georgia,Rugby World Cup 2019
Mirian Modebadze,Wing,10,Aia Kutaisi,Georgia,Rugby World Cup 2019
Alexander Todua,Wing,79,Batumi RC,Georgia,Rugby World Cup 2019
Soso Matiashvili,Fullback,19,Lelo Saracens,Georgia,Rugby World Cup 2019
Facundo Gattas,Hooker,30,Hindú,Uruguay,Rugby World Cup 2019
Germán Kessler,Hooker,49,Los Cuervos,Uruguay,Rugby World Cup 2019
Guillermo Pujadas,Hooker,9,Champagnat,Uruguay,Rugby World Cup 2019
Diego Arbelo,Prop,5,MVCC,Uruguay,Rugby World Cup 2019
Juan Echeverría,Prop,51,Austin Elite,Uruguay,Rugby World Cup 2019
Joaquín Jaunsolo,Prop,1,Los Cuervos,Uruguay,Rugby World Cup 2019
Juan Rombys,Prop,30,Trébol de Paysandú,Uruguay,Rugby World Cup 2019
Mateo Sanguinetti,Prop,63,Houston SaberCats,Uruguay,Rugby World Cup 2019
Ignacio Dotti,Lock,46,New Orleans Gold,Uruguay,Rugby World Cup 2019
Manuel Leindekar,Lock,14,Oyonnax,Uruguay,Rugby World Cup 2019
Diego Magno,Lock,90,Houston SaberCats,Uruguay,Rugby World Cup 2019
Manuel Diana,Back row,22,Old Christians,Uruguay,Rugby World Cup 2019
Santiago Civetta,Back row,5,Darlington Mowden Park,Uruguay,Rugby World Cup 2019
Franco Lamanna,Back row,44,Old Boys,Uruguay,Rugby World Cup 2019
Manuel Ardao,Back row,4,Old Christians,Uruguay,Rugby World Cup 2019
Juan Manuel Gaminara,Back row,67,Old Boys,Uruguay,Rugby World Cup 2019
Alejandro Nieto,Back row,69,Houston SaberCats,Uruguay,Rugby World Cup 2019
Juan Diego Ormaechea,Back row,31,Carrasco Polo,Uruguay,Rugby World Cup 2019
Santiago Arata,Scrum-half,39,Houston SaberCats,Uruguay,Rugby World Cup 2019
Tomás Inciarte,Scrum-half,14,Old Christians,Uruguay,Rugby World Cup 2019
Agustín Ormaechea,Scrum-half,45,Stade Montois,Uruguay,Rugby World Cup 2019
Felipe Berchesi,Fly-half,32,Dax,Uruguay,Rugby World Cup 2019
Juan Manuel Cat,Fly-half,31,Old Boys,Uruguay,Rugby World Cup 2019
Agustín Della Corte,Centre,8,Trébol de Paysandú,Uruguay,Rugby World Cup 2019
Nicolás Freitas,Centre,34,Carrasco Polo,Uruguay,Rugby World Cup 2019
Andrés Vilaseca,Centre,55,Austin Elite,Uruguay,Rugby World Cup 2019
Federico Favaro,Wing,30,Old Christians,Uruguay,Rugby World Cup 2019
Leandro Leivas,Wing,74,Toronto Arrows,Uruguay,Rugby World Cup 2019
Rodrigo Silva,Wing,57,Austin Elite,Uruguay,Rugby World Cup 2019
Felipe Echeverry,Fullback,2,Carrasco Polo,Uruguay,Rugby World Cup 2019
Gastón Mieres,Fullback,67,Toronto Arrows,Uruguay,Rugby World Cup 2019
Elliot Dee,Hooker,22,Dragons,Wales,Rugby World Cup 2019
Ryan Elias,Hooker,8,Scarlets,Wales,Rugby World Cup 2019
Ken Owens,Hooker,67,Scarlets,Wales,Rugby World Cup 2019
Rhys Carré,Prop,1,Saracens,Wales,Rugby World Cup 2019
Tomas Francis,Prop,43,Exeter Chiefs,Wales,Rugby World Cup 2019
Wyn Jones,Prop,15,Scarlets,Wales,Rugby World Cup 2019
Dillon Lewis,Prop,15,Cardiff Blues,Wales,Rugby World Cup 2019
Nicky Smith,Prop,31,Ospreys,Wales,Rugby World Cup 2019
Jake Ball,Lock,36,Scarlets,Wales,Rugby World Cup 2019
Adam Beard,Lock,16,Ospreys,Wales,Rugby World Cup 2019
Bradley Davies,Lock,64,Ospreys,Wales,Rugby World Cup 2019
Cory Hill,Lock,24,Dragons,Wales,Rugby World Cup 2019
Alun Wyn Jones,Lock,128,Ospreys,Wales,Rugby World Cup 2019
James Davies,Back row,5,Scarlets,Wales,Rugby World Cup 2019
Ross Moriarty,Back row,34,Dragons,Wales,Rugby World Cup 2019
Josh Navidi,Back row,19,Cardiff Blues,Wales,Rugby World Cup 2019
Aaron Shingler,Back row,20,Scarlets,Wales,Rugby World Cup 2019
Justin Tipuric,Back row,66,Ospreys,Wales,Rugby World Cup 2019
Aaron Wainwright,Back row,12,Dragons,Wales,Rugby World Cup 2019
Aled Davies,Scrum-half,19,Ospreys,Wales,Rugby World Cup 2019
Gareth Davies,Scrum-half,44,Scarlets,Wales,Rugby World Cup 2019
Tomos Williams,Scrum-half,9,Cardiff Blues,Wales,Rugby World Cup 2019
Dan Biggar,Fly-half,73,Northampton Saints,Wales,Rugby World Cup 2019
Rhys Patchell,Fly-half,13,Scarlets,Wales,Rugby World Cup 2019
Jonathan Davies,Centre,76,Scarlets,Wales,Rugby World Cup 2019
Hadleigh Parkes,Centre,18,Scarlets,Wales,Rugby World Cup 2019
Owen Watkin,Centre,16,Ospreys,Wales,Rugby World Cup 2019
Josh Adams,Wing,14,Cardiff Blues,Wales,Rugby World Cup 2019
Hallam Amos,Wing,20,Cardiff Blues,Wales,Rugby World Cup 2019
Owen Lane,Wing,1,Cardiff Blues,Wales,Rugby World Cup 2019
George North,Wing,86,Ospreys,Wales,Rugby World Cup 2019
Leigh Halfpenny,Fullback,82,Scarlets,Wales,Rugby World Cup 2019
Liam Williams,Fullback,58,Saracens,Wales,Rugby World Cup 2019
26,Jaguares,0,Jaguares,Player representation by club,Rugby World Cup 2019
20,Welwitschias,0,Welwitschias,Player representation by club,Rugby World Cup 2019
16,"Benetton,  Glasgow Warriors",0,"Benetton,  Glasgow Warriors",Player representation by club,Rugby World Cup 2019
15,Saracens,0,Saracens,Player representation by club,Rugby World Cup 2019
14,Leinster,0,Leinster,Player representation by club,Rugby World Cup 2019
13,Scarlets,0,Scarlets,Player representation by club,Rugby World Cup 2019
12,"Crusaders,  Munster",0,"Crusaders,  Munster",Player representation by club,Rugby World Cup 2019
11,Edinburgh,0,Edinburgh,Player representation by club,Rugby World Cup 2019
10,"Clermont,  Krasny Yar,  Racing,  Toulouse,  Zebre",0,"Clermont,  Krasny Yar,  Racing,  Toulouse,  Zebre",Player representation by club,Rugby World Cup 2019
620,620,0,—,Players representation by league,Rugby World Cup 2019
118,118,190,19.0%,Players representation by league,Rugby World Cup 2019
118,118,190,19.0%,Players representation by league,Rugby World Cup 2019
78,78,125,12.5%,Players representation by league,Rugby World Cup 2019
74,74,119,11.9%,Players representation by league,Rugby World Cup 2019
37,37,59,5.9%,Players representation by league,Rugby World Cup 2019
32,32,51,5.1%,Players representation by league,Rugby World Cup 2019
31,31,50,5.0%,Players representation by league,Rugby World Cup 2019
20,20,32,3.2%,Players representation by league,Rugby World Cup 2019
16,16,25,2.5%,Players representation by league,Rugby World Cup 2019
16,16,25,2.5%,Players representation by league,Rugby World Cup 2019
13,13,20,2.0%,Players representation by league,Rugby World Cup 2019
10,10,16,1.6%,Players representation by league,Rugby World Cup 2019
28,28,45,4.5%,Players representation by league,Rugby World Cup 2019
20,20,32,3.2%,Players representation by league,Rugby World Cup 2019
620,620,0,—,Player representation by nation,Rugby World Cup 2019
29,29,1,1,Player representation by nation,Rugby World Cup 2019
38,38,8,8,Player representation by nation,Rugby World Cup 2019
13,13,2,2,Player representation by nation,Rugby World Cup 2019
88,88,57,57,Player representation by nation,Rugby World Cup 2019
96,96,65,65,Player representation by nation,Rugby World Cup 2019
31,31,0,—,Player representation by nation,Rugby World Cup 2019
26,26,1,1,Player representation by nation,Rugby World Cup 2019
34,34,3,3,Player representation by nation,Rugby World Cup 2019
20,20,0,—,Player representation by nation,Rugby World Cup 2019
41,41,10,10,Player representation by nation,Rugby World Cup 2019
31,31,2,2,Player representation by nation,Rugby World Cup 2019
28,28,5,5,Player representation by nation,Rugby World Cup 2019
28,28,4,4,Player representation by nation,Rugby World Cup 2019
28,28,18,18,Player representation by nation,Rugby World Cup 2019
16,16,0,—,Player representation by nation,Rugby World Cup 2019
32,32,5,5,Player representation by nation,Rugby World Cup 2019
20,20,0,—,Player representation by nation,Rugby World Cup 2019
Mayco Vivas,27,0,Mayco Vivas,Player representation by nation,Rugby World Cup 2019
Jordan Petaia,27,0,Jordan Petaia,Player representation by nation,Rugby World Cup 2019
Cole Keith,28,0,Cole Keith,Player representation by nation,Rugby World Cup 2019
Tom Curry,27,0,Tom Curry,Player representation by nation,Rugby World Cup 2019
Ratu Veremalua Vugakoto,28,0,Ratu Veremalua Vugakoto,Player representation by nation,Rugby World Cup 2019
Romain Ntamack,27,0,Romain Ntamack,Player representation by nation,Rugby World Cup 2019
Vano Karkadze,27,0,Vano Karkadze,Player representation by nation,Rugby World Cup 2019
Jordan Larmour,28,0,Jordan Larmour,Player representation by nation,Rugby World Cup 2019
Marco Riccioni,28,0,Marco Riccioni,Player representation by nation,Rugby World Cup 2019
Ataata Moeakiola,29,0,Ataata Moeakiola,Player representation by nation,Rugby World Cup 2019
Prince ǃGaoseb,26,0,Prince ǃGaoseb,Player representation by nation,Rugby World Cup 2019
Rieko Ioane,27,0,Rieko Ioane,Player representation by nation,Rugby World Cup 2019
Bogdan Fedotko,29,0,Bogdan Fedotko,Player representation by nation,Rugby World Cup 2019
Melani Matavao,31,0,Melani Matavao,Player representation by nation,Rugby World Cup 2019
Darcy Graham,27,0,Darcy Graham,Player representation by nation,Rugby World Cup 2019
